Goal,X,Y,C,Distance,Angle,xG
1,11.221829991527818,37.784198113207545,,39.41541697631613,0.053283427202894314,0.010150393021175473
0,7.897768991810223,72.28419811320755,,72.71437307656196,0.010961229445996373,0.0005635132481265827
0,24.518073990398193,51.30483490566038,,56.86230769935132,0.05568039944593088,0.0022918290976387955
0,22.435329003106467,54.3561320754717,,58.8041927219799,0.047641328393983384,0.0019254740562134691
1,8.93081050550692,60.1061320754717,,60.76599780600431,0.017766970337152126,0.0015811536389918107
0,4.573707992092629,50.965801886792455,,51.17061428946021,0.012851145730124596,0.003580407039411884
0,12.046597006495341,51.30483490566038,,52.70015734448969,0.03189364243904852,0.003199211887204566
0,7.4812199943518785,59.767099056603776,,60.23350215823233,0.015148879999829593,0.001650843582043294
0,19.52781700084722,51.30483490566038,,54.89555283914759,0.04760986536434455,0.002691392827602782
0,7.0646709968935335,58.41096698113208,,58.83664368372189,0.014995415177986242,0.0018605906819965494
0,8.314317989268568,39.46580188679245,,40.33208898872243,0.037706965137793765,0.00925013967162503
0,8.522592487997741,37.1061320754717,,38.07229465528477,0.043413414432852224,0.011270522043613828
0,10.388731996611128,66.53419811320755,,67.34036880701622,0.016817696157911916,0.0008987910385685467
0,9.139085004236092,47.928066037735846,,48.791622117246945,0.02825259583901356,0.00445399361558001
0,14.754165489974584,72.94870283018868,,74.42579286720924,0.01954227135902985,0.000490574423132941
0,2.074414007342559,60.1061320754717,,60.141918048461896,0.004213672480243697,0.0016463919121769831
0,19.111268003388876,54.69516509433962,,57.9379120213563,0.041817513491015694,0.0020622637464389523
0,3.7406099971759392,45.215801886792455,,45.370264528836906,0.013388144208773552,0.005881626833970762
0,23.47670149675233,39.80483490566038,,46.212340289521066,0.08080130407402641,0.005839928331412072
0,3.9488844959051117,62.465801886792455,,62.59049523787141,0.007403692226648928,0.0013386843958994783
0,10.805280994069474,68.89386792452831,,69.73606767636923,0.01630766057278821,0.0007314112357033548
0,8.106043490539395,60.784198113207545,,61.322317970997965,0.015834210608003593,0.001504686792475701
0,10.5970064953403,50.2877358490566,,51.39214846147976,0.029510932031391185,0.0035699967049004507
1,6.023298503247671,59.767099056603776,,60.069844801706566,0.012263824535942857,0.001669516901125374
0,11.013555492798645,42.8561320754717,,44.248688806146895,0.04143531781230251,0.006649196218258181
0,15.17071448743293,73.2877358490566,,74.8414511079275,0.01987080349048845,0.00047352927764588153
0,10.5970064953403,26.962264150943398,,28.969988519285472,0.09365115591420146,0.025482806767969598
0,15.578932504942106,50.965801886792455,,53.29367786104951,0.04031949804058734,0.0030654980793850557
0,7.272945495622706,51.982900943396224,,52.48921533680269,0.019415268580676433,0.0032185774929348173
0,5.398475007060153,57.3938679245283,,57.647199478726215,0.011938761160352045,0.0020542238937427916
1,7.689494493081051,59.767099056603776,,60.259724984445555,0.015556955691493443,0.0016477848140620808
1,10.5970064953403,59.428066037735846,,60.365483346427176,0.021362412080548024,0.0016420844075359497
0,19.52781700084722,43.19516509433962,,47.40419732835726,0.06390517831019928,0.005189722503751556
0,23.26842699802316,57.05483490566038,,61.61715573664931,0.04499006917029263,0.0015089916356285696
0,20.569189494493084,54.017099056603776,,57.80085247599129,0.04521769889057263,0.00209348625062312
1,9.139085004236092,53.0,,53.78217989924407,0.023231368580039158,0.00289189657417969
0,7.4812199943518785,71.94516509433963,,72.33308671040989,0.010493174938517105,0.0005819973179974047
0,6.856396498164361,45.55483490566038,,46.067918948244376,0.023794565862919906,0.005597175377142707
1,8.106043490539395,55.7122641509434,,56.29888380683057,0.018797869972430707,0.0023211385629749886
1,18.28650098842135,49.623231132075475,,52.885358903830074,0.04805309688149924,0.0031983013928079318
0,8.93081050550692,74.64386792452831,,75.17623557361527,0.011594498510303522,0.0004564497288336916
0,11.43010449025699,65.51709905660377,,66.50667302948648,0.018971252237797113,0.0009674498658572675
1,2.907512002259249,46.571933962264154,,46.66260450327194,0.009834691125612912,0.005249038785230132
0,7.689494493081051,38.4622641509434,,39.22338701815627,0.03689092942025265,0.010156893017263195
0,4.365433493363457,50.626768867924525,,50.81463111733895,0.012439341939566015,0.003689686774208127
0,6.648121999435189,53.678066037735846,,54.08819002028913,0.01670928563675329,0.002799441373346696
0,13.921067495057894,37.44516509433962,,39.949174073368624,0.0643027455759104,0.009802862493908392
0,11.43010449025699,50.626768867924525,,51.90103095955267,0.031205662157527507,0.003423439260602446
1,8.106043490539395,42.51709905660377,,43.282925655038305,0.03189011315639346,0.007154226062791113
0,12.671420502682858,50.626768867924525,,52.18845297153445,0.03421049177498526,0.003349929748285101
0,8.522592487997741,65.17806603773585,,65.73290557350961,0.014482225087494529,0.0010293838509996848
0,6.439847500706016,41.16096698113208,,41.66169510058604,0.02736334198785672,0.008178681380072042
0,13.296243998870377,60.1061320754717,,61.55921716162044,0.025768885751575855,0.001488633154766516
0,8.106043490539395,67.19870283018868,,67.68584492440442,0.012988876343608645,0.0008693176669512806
0,9.555634001694438,64.83903301886792,,65.53938010079271,0.016333671083084974,0.001048490425859596
0,18.69471900593053,44.876768867924525,,48.61498640065448,0.058165847300250616,0.004653804904447438
0,10.5970064953403,32.7122641509434,,34.38588042414184,0.06625918610829615,0.015742127601157726
0,22.851878000564813,34.732900943396224,,41.5762280166981,0.0972187869576395,0.008808870524614348
0,16.62030499858797,69.91096698113208,,71.85943113108416,0.02361727853085882,0.0006138795978602885
0,3.5323354984467668,69.23290094339623,,69.32295411414391,0.005395441114933862,0.0007498616728524442
